text,sentiment
Mere paas abhi bhi bahut depressed feline fuzzball hai...kal phir vet ke paas jaana padega dekhne ke liye kya kiya ja sakta hai...chinta shabd isse vyakt nahi karti.,negative
Aur ye stupid wireless neeche kaam nahi kar raha.,negative
Aaj school se ghar par hoon.,neutral
"Thoda sa Alan Partridge lagta hai A-ha! (Waise, shubh prabhat).",positive
"Ab main poora Farm Town mein addicted hoon. Frankly, ye laptops ko fix karna ya un bimariyon ko padhna se zyada maza deta hai jo humein maar daalegi.",neutral
Bas aise hi follow karo... ya mat karo waise bhi unke paas really cool tshirts hain hey johno x.,positive
Ye mausam nafrat hai! Jab aap yahaan apni poori zindagi bita chuke hote hain to aadat ho jaati hai...may hamesha barish wala hota hai.,negative
Lagta hai mera pair purani choton se theek nahi hua hai lekin main ab bhi daud sakta hoon aur ball kick kar sakta hoon! haha. lekin kabhi kabhi tez dard hota hai.,neutral
Kal Wildwood chhod raha hoon lekin Luke kehta hai ki jaldi wapas aayenge!,neutral
Darawana cape wala aadmi.,negative
Ye accha tha. Agli baar jab aapko oohed milta hai to aapko pata hai kahan jaana hai!,positive
Ek behtar trailer ki ummid thi.,positive
Lagbhag wahaan pahunch gaya.,neutral
"Achha din hai! Jheel ek aaina hai, bachche khush hain, aur mujhe aaj cabin saaf karna hai... Err do mein se teen bura nahi hai!",positive
Kabhi-kabhi dukh hota hai ki pets humse wapas baat nahi kar sakte. Agar unhe dard ho to wo kaise batayenge.,negative
"Church ke baad, main apne parents ke saath mall gaya, ek naya backpack liya jo mere saare schoolbooks aur mera laptop fit kar sakta hai.",positive
Vishwas nahi ho raha ki mera chhota bhai shaadi shuda hai...,neutral
Aakhirkaar...internet chalu ho gaya. Server Phoenix mein down tha aur ye **** ho gaya.,negative
Itna thanda.,negative
Mere mum ne Camp Rock ki Mother's Day card jo maine diya usse bahut pyar kiya. Mujhe pata tha wo pasand karengi. New Zealand se Happy Mother's Day! Haha ILY bahut ****.,positive
"Aapse milke accha laga. Mike, video producer CF Miami.",positive
Abhi kaam se nikla. Inventory bahut aasan thi aur maine apna highschool musical 3 cd daala! Ye adbhut tha. Sabko shubh raatri shubh raatri.,positive
Un kitabon se pyaar kiya kya The Host padha? Adhbut kahani sunane wala.,positive
Mujhe ye saara follow friday cheez samajh nahi aati?,negative
Kuch movie dekh raha hoon aur computer pe khel raha hoon.,neutral
SUPER thaka hoon aur shayad saara din so sakta hoon LEKIN aaj Tool Rental mein 12:30 se 9:30 tak kaam hai... Oh the Joy!!,negative
Main sheher mein notice post karunga taki hum Cork ki ladies jaan sakein!! lol Maza aaya phir?? Sevens ne kaam kiya!! ;),neutral
HAPPY MOTHERS DAY!,positive
: haan usne usse pyaar se baat ki aur woh pyaar wapas mila aur ek cheez doosri mein badal gayi aur bhi jaanna chahta hai kyun tum usse naraz ho.,positive
Aww khed hai. Maine 4 saal se printer nahi khareeda; mera canon i900d ab bhi adbhut prints bana raha hai. Fisheye ke koi anubhav nahi.,neutral
Koi dikkat nahi! Ye boxes kamzor IT professionals ke liye banaye gaye hain.,positive
New Zealand mein Blockbuster week - 'Wolverine' kal ke baad 'Star Trek' Thursday ko!,positive
"Oh, jaise sabse adbhut weekend tha, dhoop & partíï¿?íï¿?, safed wine!! Ab rehearsals ke regime mein wapas!! NICE !!!",positive
http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! Lagta hai mera camera phone kharab ho gaya hai. Stupid blurriness.,negative
Hi.wanna 17 again again dekhne jana hai ;) main Cali aa kar tere saath dekhunga.,neutral
blogtv maza aaya! Agli baar ka intezaar hai.,positive
Yahan kaam par lunch kar raha hoon. Bahut kaam hai aur madad kam hai.,negative
Mmmm oven mein chocky cake... bahut delicious smell aa rahi hai.,positive
"To wahaan tum ho, ek aur Twitter vyakti...erm...mushkil kehna... Chalo bas itna samjho ki tum sab ek minibus mein fit ho sakte ho!",negative
Itna thaka hua hoon. Lagta hai meri body hilne se mana kar rahi hai.,negative
Chocolate fountain ke saath epic fail jo CLOGGED ho gaya.,negative
Bas behtar hona chahta hoon.,positive
Maza karo focus grouping mein! Mere paas abhi tak koi participants nahi hain..,positive
"Thanks! Koshish kar raha hoon.. (apna chin up rakhta hoon, ouch!)",neutral
Unhone mujhe regular coke diya diet ki jagah. Really??,neutral
Naye phone ke saath khel raha hoon.. lagta hai sab samajh gaya hoon.,neutral
Omg... mujhe pura JB- hey baby song chahiye.,neutral
Open-source Virtualbox &Win7 ke saath khel chuke ho? Hay mein tumhe dekhna pasand karta. Students ke liye hamesha unfortunate timing.,neutral
Mujhe lagta hai suraj aur chand Bhagwan ka tarika hai humein yaad dilane ka ki wo hamesha humari dekhbhal kar rahe hain.,neutral
Twilight dekh raha hoon aur aloo salad kha raha hoon.,neutral
Bed par hoon. Ek cuppa. Tv on... Ye sab jab mera husband khana bana raha hai... Zindagi mithas se bhari hai...,positive
"Bhi: kya koi strategic IT plan hai jo bus strategic needs se milti hai, jo samay ke saath value deliver kare? Waterfall nahi chahiye.",neutral
_11 thanks. Film ka maza lo! Asha hai sab tumhare saath theek hai.,positive
Nite Tweeple. Kal work ka din 25 hoga.,neutral
oh no not difficult. It`s just nuts yehi tareeka hai apne aapko home turf pe market karne ka,positive
hum ispe kaam karenge mama sweetdreams!,positive
Ugh mujhe photobucket se nafrat hai! Pictures edit karne ke liye ek amazing jagah hai: www.picnik.com main isko hamesha use karti hoon.,negative
Good morning ek aur late sleeper ko. Mere excellent designers me se ek hai Valerie (see) picture,positive
Twitter connected with Facebook http://twitter.com/paynetsystems & http://tinyurl.com/dagmoq,neutral
TGIF... yeh 'short' week bahut zyada lamba lag raha hai,negative
haan mujhe bhi.,neutral
YOU`RE TELLING ME.,neutral
"uska dimaag abuzz hai re: advertising industry + standards: don`t hate me because I like maths, ok?",neutral
kaam pe kuch paisa khoya....nt happy right now --SLOANSTER--,negative
k its 3 slices left,neutral
Mera body ab apne aap ka mind develop kar chuka hai par yeh mind set schedules ke saath co-operate karne se mana kar raha hai,neutral
Main so rahi thi jab tak mere bhai ne mujhe utha diya poochhne ke liye agar maine baaki frosted mini wheats kha liye. Main wapas nahi so sakti.,negative
aww can't wait tumhe LA me wapas dekhne ke liye! <333,positive
Twitter ki duniya ko explore kar rahi hoon! me 2,neutral
"Soch rahi hoon main 7am pe kyun jaag rahi hoon, naya gaana likh rahi hoon, apne evil secret plots ki planning kar rahi hoon muahahaha...oh **** ab secret nahi raha",neutral
Mera pocket knife kho gaya hai. Ken Onion Chive ke badle ke liye suggestions?,neutral
"sab kaam, koi play nahi.",neutral
"lol, tum sunburn dekh sakte ho its not achurley that bad =| least mujhe nahi lagta ki aisa hai xD http://tinyurl.com/njubcl",neutral
_Writer aww no which one?,neutral
apni coffee enjoy kar rahi hoon is super delicious cookie ke saath,negative
It was pretty cool. Bachon *aur* adults ne maza liya.,positive
Maine ek homeless lady jiska naam Ruby hai usko Ice Cream sandwich aur ek cigarette di. Yeh mera g00d deed for the day hai. :p,positive
"Haan, aur yeh wahi hai jahan sab kuch difficult aur generalisations breakdown ho jaati hain. Not an easy problem.",negative
Moving se nafrat hai,negative
"happy #juddday, carrie",positive
"aku kbangun gara2 mimpi, very bad dream",negative
"Puri week se bimar thi aur abhi bhi theek nahi lag rahi, Lena ke cook-out pe nahi ja sakti Gunna spend some time with the fam!",negative
Main up hoon aur bohot **** gud feel kar rahi hoon! Mujhe hangover bhi nahi hai kya nice feeling hai,positive
Kya Kehna Hai?,neutral
_truong sunbae* meri galti sirf jo maine kaha tha wo scratch kar lo main nonsense bol rahi hoon.. lol!!! enjoy the perfs,neutral
Haan abhi bhi kuch seats PRACC workshop ke liye bachi hain w/ & http://bit.ly/txpA6 see you there,neutral
hehe haan! par ab late ho gaya hun,neutral
ghar! aaj raat bahut maza aaya! goodnight twitterbugs!,positive
Willy Valdez ke saath comics ke baare mein baat kar rahi hai,neutral
"Pretty amazing weekend ab tak par bedtime ho gaya hai, main exhausted hoon! Mothers day kal hai nighty night",neutral
mujhe lagta hai woh pull through karegi.,neutral
mujhe plans chahiye. kal koi hang out nahi kar sakta. booo.,neutral
"I WANNA GO THERE, JAHAN TUM JAATE HO. MAIN WAHAN FIND KARNA CHAHTI HOON JO TUM JAANTE HO.. DAVID AUR MILEYYYYYY! ??",neutral
Greg Pritchard ko britains got talent ke final tak pahunchna chahiye tha,negative
ahhhaaaaa wapas seedha uspe jaane wala hai!,neutral
shukriya homskis! It's like christmas!,positive
ok... twitter maine tumhare wajah se almost pass out kar diya!! **** :`(,negative
"awwww ray tum best ho. yeh mere liye bohot kuch matlab rakhta hai jo tumne kaha! mujhe tumhare saath dobara hang karne ka intezaar nahi ho sakta, hopefully jaldi!",positive
"Mujhe tweetie zyada pasand hai, yeh wahi hai jo main hamesha use karti hoon",positive
hmmmm.... mujhe wonder ho raha hai ki uska number @-),neutral
Up already Nooooooo!,negative
main agree karti hoon.,neutral
feel lonely now after spendin the last 50 hours with my friends,negative
haan next time,neutral
aww... meri mom isse appreciate karegi Much the same to your familias! Tum tour ke liye kab ja rahe ho?,positive
Minneapolis mein chili night. May mein heat on karne se mana kar rahi hoon!,neutral
"george lopez, bed, mommys day kal hai ;) mujhe house Hugh Laurie pe wish tha, sexy hai. kabhi kabhi mujhe bohot older guys pasand aate hain.",positive
Rain rain go away,negative
"Ek wonderful Mothers Day Brad, Mom aur Dad ke saath spend kar rahi hoon. Happy Mothers Day to all Moms",positive
just baking some cinnamon rolls complete kiye sooo yummy!,positive
ice cream kaisa tha?,neutral
"Main tumhe nahi jaanti, par tumne mujhe lose kar diya",neutral
#Happy Stars Wars day....Me`s a JA-JA BINKS ha Ek crappy day outside though ah well mujhe thoda zyada motivation mila revise karne ka,neutral
1 week pehle palm pre aayega aur mera centro dies. Mere paas ek temporary phone hai par mere contacts transfer nahi hue hain. #sadpanda #fb,neutral
Main ab msn pe hoon,neutral
"Of course, the Evil Day Job chahta hai main zyada time stay karoon. Mujhe lottery jeetna hai.",positive
"Ek philosophical mood mein aaj raat ko, dark ke baad wander kar raha hoon",neutral
Koi aisi cheez nahi hai,neutral
awesomeness,positive
"A&E se wapas, bohot accha Doctor diagnosed ligament damage, usne mehsoos kiya main apna 5k run ab bhi kar sakti hoon, par shayad 10 din lag sakte hain heal hone mein",positive
Aaj mera last official Uni ka din hai! Uni work ko music ke saath balance karna band! October tak atleast,neutral
"Apne shoe ka knot over-thought kar rahi thi, kuch waqt ke liye samajh nahi aaya",negative
just another manic monday.. wish it were sunday.. wo mera fun day hai happy monday twitterland,positive
just 10 live abalone sashimi father-in-law ke saath 2 bottles of sake ke saath down kiya. Very happy,positive
"Shayad accha idea nahi hai, web pe tweet karna mushkil hai, mujhe Tweetdeck miss hota hai! *cry*",negative
main braid free hoon mujhe yaad aata hai ... BLOND HERE I COME!!,neutral
Australia mein swine ke lagbhag 100 cases. Hope may still decides to come visit me,neutral
Chica! Do aur din! Mujhe US Elle bhi chahiye.,neutral
"second sat pe rap battling, ab moviesss pe haha 'main sex ki lake mein swim karta hoon'- Matthew M. ( Ghosts of Girlfriends Past)",neutral
Apna phone silent pe rakhna yaad rakho! lol Night loveees,positive
Aur main sun rahi hoon.,neutral
ghar pe pehla weekend,neutral
"Jungle Book, Mary Poppins, ya Bugs Life - depending on agar tum cartoon, live action ya cgi chahte ho",neutral
good morning tweeties! aaj kya karna hai? Richmond se rest up ho gayi hoon aur beach hit karne ke liye ready hoon!,positive
tumhe sydney zyada pasand hai don't leave us sydney kids ****,positive
http://twitpic.com/33hus yeh mera baby hai,neutral
apne WI high se crash kar rahi hoon...mayfield ko miss kar rahi hoon,negative
Ugh. skool ja rahi hoon,neutral
Bluedart poora shipment le jata hai phir 'No Deliver' ka pata lagata hai aur wapas lata hai! Databases anyone?,neutral
LOL biking is manly,neutral
Ungodly hours pe uthkar work pe jaana old lag raha hai. Kam se kam coffee acchi hai,positive
"hi angela, kya tum apna email check kar sakti ho? Mujhe tumse ek cheez chahiye (sorry agar tumhara day off hai)",negative
jaise ki main eleven baje work finish karti hoon.. KYA YE ALLOWD HAI? kyuki main waaqai nahi karna chahti.. lol,negative
Microsoft ne Windows 7 Release Candidate announce kiya hai. Download kal se available hoga.,neutral
'now or never' mujhe har baar rula deta hai lol.,neutral
Black Russians mujhe 'white russian' ki yaad dilate hain aur is movie quotation ki bhi: 'that rug really tied the room together.',neutral
Wango tangooo mein maza aaya!,positive
Ek baar maine Christian ke sir par metal bat maara! haha phir usne mujhe aankh mein maara! haha mujhe apna reckless chhota bachpan yaad aata hai,negative
shame on me!!!,negative
http://www.miss-hudgens.com/?p=28 Nessa hai 27# on Maxim Magazine's Hot 100 of 2009,neutral
Mujhe lagta hai yeh mere liye change karna nahi tha,neutral
"Mere parents TV dekh rahe hain but it is terrible and aur kuch dekhne layak nahi, bahut dukhi hun.",negative
"Main is jagah mein hoon jo OUT OF NOWHERE kehlata hai!! Mujhe yahan se le jao, koi to http://myloc.me/1XRI",negative
David aur ek stroppy teenager ke saath Crown at South Moreton mein dinner kar raha hoon,neutral
kya tumhe mera text mila?,neutral
"Wikihow par bahut achha trivia hai. Bas madad karne ki koshish kar raha hoon, umeed hai tumhe neend aa gayi hogi.",positive
"Ab kuch aur RFID-ed objects add karne ka time aa gaya hai jo har baar Twitter pe messages bhejenge jab main unhe use karunga - 2 aur coffee cups, Armani Code, Pantone 109 mug",neutral
Yeh hai http://chelseavantol.etsy.com xo,neutral
oh plzzzzz tumhare paas kabhi mere liye waqt nahi tha!!!,negative
"Emma ke saath hoon, aaj Diversity dekhne ja rahe hain :O x",neutral
aaj kuch naya seekha,neutral
Mere paas sirf 80 followers hain... Bahut dukhi hoon.,negative
"Tumne kaha tha tum McFly ka live album kal lene wale ho, uska naam kya hai? ****",neutral
"Aaj subah ek 30yo pe best 1980s ke back combed poofy bangs dekha... 8 inch high. Jab tak maine palat kar dekha, wo gayab thi... koi photo nahi",neutral
Mujhe bhi ek chahiye.,positive
http://bit.ly/61Aam yeh dogs mar jayenge agar kisi ne unhe bachaya nahi!,negative
From g's to gents season 1,neutral
Haan!!,neutral
"Bachchon ke saath kaam karke ek great day tha, lekin mere roof decal se disappointment hui",neutral
Bahut zyada bimar mehsoos kar raha hoon,negative
Mera Travis Clark ke liye respect 7.5 notches down ho gaya hai,negative
Twitter tum bekaar ho,negative
Rahal ka kehna hai ke jeevan mein hamesha undeveloped pictures hoti hain tumhare future ke liye.,neutral
Tumhe pata hai kisi apne ko doosre desh mein dekhna aur paas na ja paana kaisa lagta hai?,positive
Mujhe subah 5 baje kaam par hona padta hai... mere karan logon ko unka Starbucks milega. Peace out ppls!,neutral
Abhi realize kiya ke uske sab nerd friends Rochester mein nahi rehte,neutral
"Yeh 10 shots ke liye 20 bucks hain, tumhare paas kaun sa camera hai?",neutral
"Twenty20 cricket, beer aur sunshine bahut achha lag raha hai. Beer ko chhod kar kyunki main tablets pe hoon!",positive
Kehte hain Lo's page exist nahi karta,neutral
Tumhare aane par shaadi karenge.,neutral
"Aaj raat bahut maza aaya. Tanna, love you meri girl!",positive
Mujhe lagta hai UPS website ab mujhe nafrat karti hai. Ab tak Brewing supply package nahi mila. Slow UPS delivery ke karan hostage ho gaya kaam pe.,negative
Kaam chhodne ka wait nahi kar sakta,neutral
Kaam ke baad bahut thak gaya... lekin mere paas King's Bounty Add-on aur ek Vampyre Story hai shaam ke liye aur X-men comixes completely download ho gaya hai,negative
Ek real bed ka intezaar nahi kar sakta! haha,positive
"Goodmorning tweedles bahut khush mood mein hoon, mujhe lagta hai yeh weekend ke baad hamesha aisa hi rahunga. 'BEYONCE WEEKND' ke videos jaldi aa rahe hain.",positive
Tum hamesha dirty rehte ho!!! Ha ha!!!! Kya tumhe **** addiction hai???,negative
awww boo! Mujhe saari ladkiyon wali cheezein karna **** pasand hai,positive
Muzik promote kar raha hoon... kuch nahi khaa raha lmaao,positive
Mujhe lagta hai main followers ke liye bahut freaky hoon.,negative
Mujhe bina wajah tweet karne ka man kar raha hai. toh um hiiiiii.,negative
Dave Leyrock ke liye ek bada moan... MAIN 8 GHANTO MEIN UP HOON! pity me! Coloursfest ahoy xo,negative
good morning - tum jaldi uth gaye ho! Apni life design karne ke liye enthused mehsoos kar rahe ho? Thanks to manics for that phrase,positive
Yesssssssssss! A rocket to the moon is going on warped!,neutral
abhi uth gaya hoon. aur mujhe flu ho gaya http://plurk.com/p/x2zp6,negative
Won Ton soup par apni zubaan jalai,neutral
"Jab mausam... ugh, asthma jaisa lagta hai. So, haan, Ventolin.",negative
nahi yeh pre-made jelly hai aur yeh mere aur bradie ke liye hai,neutral
Kya kisi aur ko following aur unfollowing peeps mein problem ho raha hai? Mere liye yeh ek hafte se ho raha hai!,negative
"Mujhe ek certain someone ki yaad aa rahi hai. aur, mujhe kabhi usse dobara milna nahi hota.",neutral
ek naya video banane ki zaroorat hai,neutral
"Hey Peter, follow karne ke liye thanks. Itne saare Sydney pastors tweet karte hain!!! Shame hai ke Bris pastors Twitter pe nahi hain; hum peeche hain.",neutral
"apne hafte ko plan kar rahi hoon, achha hone wala hai, bahut saari cheezein karne hain",positive
Yay! Tumhe finally ghar se door trip karne ka mauka mil raha hai! Kitna exciting! Tum dono kuch shopping karne wale ho?,positive
"STING se ghar aa gaya..crunk (of course)..lambi **** din aur raat..aur, mere ladka Rob V. se mila..sab theek hai..happy mother's day!!..word to yo mutha",positive
